label,Anatomy,,,Isomap-theta-123,,,Isomap-theta-dist-123,,,Q,Close-To-Center-Clustering,Close-To-Center-Distance-Clustering
251,3,-11,4,-3.624755496,-6.098957347,14.88962327,0.044822575,-0.49435661,2.153936426,1,1,1
252,32,-8,10,8.221159288,-14.01442843,15.29370739,-1.577970544,-0.065720066,3.43102476,2,2,2
253,-42,-1,53,42.2586289,6.33668007,-8.040728252,-8.908144928,-1.818876122,-3.084059871,2,2,2
254,-36,-43,-13,3.935991179,42.25628299,7.445187996,-1.950644476,-4.779495083,-3.762061898,4,2,2
255,10,66,-11,-36.09794539,-0.321596297,22.98106583,8.217824056,-3.354056779,1.509574856,1,2,2
256,45,-85,2,-0.468807887,45.67822017,-1.719695618,-0.910284078,-4.355257347,-4.418302199,4,2,2
257,-51,20,2,31.49507555,-16.44690108,2.272044263,-5.597018476,2.473158209,1.067884859,2,2,2
258,69,-33,-4,-30.0119748,-24.73772751,10.51024292,10.50835171,2.602489417,2.431166689,1,2,3
259,43,-42,61,28.37849772,-14.60117789,-29.78064903,-6.114361649,6.317872251,-0.574298957,2,2,2
260,45,46,-10,-18.1482975,-34.36154931,-19.381861,3.841577133,5.766277058,1.230024384,3,2,2
261,-51,-65,12,3.496680406,25.2155824,19.66312324,-1.265739384,-6.347339765,-3.475849561,4,2,2
262,36,-21,-27,-7.598531839,2.864356724,-0.437175694,1.475134154,-0.113764912,1.605515563,1,1,1
263,5,-88,-12,3.054516634,42.77667132,-32.51108911,1.06867107,0.70529159,-5.80870118,4,3,2
264,-12,-8,76,43.40134992,-21.48888294,7.052892662,-9.337027709,1.853934693,2.019456955,2,2,2
265,44,58,6,-19.25237252,-18.7852787,-39.22776106,3.805614071,6.528083861,-0.729621358,3,2,2
266,6,51,15,-35.3074056,-20.05282231,6.363172594,9.825938903,-0.524288963,2.04815881,1,2,2
267,-22,0,-3,10.47278899,6.456232286,17.88451873,-1.720412349,-1.371437236,-0.353564361,2,2,1
268,33,4,-36,-29.39062926,0.749201179,25.50297487,6.237900242,-1.603457415,0.857626769,1,2,2
269,50,21,-18,-14.20019302,-4.330745546,42.03535689,1.617267586,-2.340421805,3.211134697,1,2,2
270,49,-20,42,28.53782435,-17.60516078,5.644135326,-5.734169456,0.785882902,2.897917586,2,2,2
271,6,16,32,35.01748652,-17.5859823,-2.724259211,-5.546076721,1.244873618,1.058983074,2,2,2
272,-36,-74,-22,-17.89620769,43.2952915,-33.70672965,3.005764042,-1.595413799,-7.019184288,4,3,2
273,29,-57,54,30.95499356,4.666195307,-29.27627206,-6.645268873,1.938560136,-3.335192694,3,2,2
274,45,33,21,0.52119669,-28.00364684,-21.92894881,-0.490151537,4.119351312,1.305879667,3,2,2
275,-21,5,53,32.26007031,5.461505921,-21.98465534,-6.919441599,0.149265485,-1.930835169,2,2,2
276,19,10,20,-17.86648539,12.39159646,-13.34234493,1.221721385,0.752282712,-0.752488147,1,2,1
277,-49,17,-20,9.474185103,13.81383702,30.26763308,-2.819461125,-3.961898375,2.336617971,2,2,2
278,-7,-23,15,-11.12466553,5.787372086,7.72206543,1.240766134,-2.01921297,-0.194433963,1,2,1
279,60,-41,47,-1.950452791,-24.57270643,-39.30087137,1.357320916,8.501024906,-0.969382152,3,2,2
280,13,-6,11,-13.10946133,-13.05738416,-2.58237145,3.886807874,0.75077074,1.579304091,1,1,2
281,14,-30,-26,-17.59445225,13.3814562,15.12299876,2.922833035,-1.064171761,1.047107896,1,2,2
282,35,-45,44,17.79120826,-2.620900812,-36.17077839,-3.55252389,4.950697154,-1.775253308,3,2,2
283,-32,63,5,-24.36483073,-6.266061563,-33.05598537,7.158759312,4.177338069,-0.799333708,1,2,2
284,-6,55,0,-34.29502281,-3.1713508,4.767281763,8.032085691,-1.248143774,1.403505348,1,2,2
285,-29,-12,70,40.97894783,-32.20403818,19.00603694,-5.830671758,-0.727651077,4.653695607,2,2,2
286,35,-46,-18,5.864693008,44.24177666,2.706782515,-1.603995671,-3.693677981,-3.993420878,4,2,2
287,23,-27,12,-7.825393771,19.30669842,7.797857282,-0.721527903,-3.015226632,-1.00084053,4,2,2
288,-6,59,40,-38.53049692,-17.2242542,14.18694612,8.846586745,-3.013067895,1.051338315,1,2,2
289,22,31,-18,-23.13070578,-39.13220849,2.503090296,3.315207813,2.833027412,3.454631932,1,2,2
290,-27,29,-5,-3.660238854,-12.58279587,-8.015394369,0.788595841,1.609285824,1.795697885,3,1,1
291,-6,-46,42,-18.85095269,11.01152952,-0.963023026,5.660673014,-2.580753335,-2.247639999,1,2,2
292,-23,-55,57,36.0073061,11.29026033,-22.09731838,-9.712719161,1.417152822,-5.176650759,4,2,2
293,27,31,43,-39.9093126,0.263850487,6.717808165,7.476017282,-1.807332266,0.692841666,1,2,2
294,54,-71,1,5.846601838,32.07498118,11.17876986,-1.120647862,-4.906063258,-4.06412405,4,2,2
295,-15,-87,-12,-4.962758027,45.70906102,-41.58561143,0.255184103,-1.269892297,-4.620871478,4,3,2
296,-31,33,51,-29.98880096,-13.21746322,-27.63790597,5.88300446,4.817404439,-0.30360722,1,2,2
297,-50,-19,-6,-6.171467733,7.86098252,37.11704744,-0.771535913,-6.498103254,1.23303124,2,2,2
298,-18,8,-38,-10.2064927,2.49369612,9.267605985,2.109942893,-1.601205541,0.388477734,1,2,2
299,-48,39,13,23.55460594,-12.16577093,-35.795129,-4.676286359,4.797501544,-1.17629206,3,2,2
300,25,-30,66,34.07535589,-26.22343328,9.38744016,-7.339569027,-0.219275958,3.936046412,2,2,2
301,-17,-93,7,21.92391488,53.82569912,-7.61297746,-4.262642612,-3.102221754,-5.186420004,4,3,2
302,18,22,66,-37.7713402,-22.94941786,-7.847555779,11.09404456,3.197909671,-0.31769568,1,2,3
303,9,32,-7,-35.27863014,-18.17293249,24.092978,4.066435842,-1.332965732,4.142703657,1,2,2
304,-63,-37,-2,-31.85033591,-9.174128744,-7.049523966,7.141469423,0.271998009,1.560068026,1,2,2
305,-8,34,60,-31.31076608,-21.60058813,-10.74492544,10.04164523,2.373358403,-0.383249396,1,2,2
306,-19,-43,72,45.1453182,-17.23590113,13.0547266,-9.363965315,1.603960781,1.571062344,2,2,2
307,-42,34,22,16.67247375,-3.251146423,-18.96437159,-2.159018372,3.509121344,0.377566886,3,2,2
308,-57,1,35,41.84784168,-20.58113799,4.841865124,-7.675807665,-0.275092817,3.612510946,2,2,2
309,5,10,32,29.98309832,-12.44463766,-1.145557009,-3.900998906,1.641061248,2.810270418,2,2,2
310,57,24,20,-20.377315,-30.27506379,-3.128701519,4.383717209,1.666186611,2.977902911,1,2,2
311,-41,-71,34,-40.42518231,12.94382374,-12.18212584,8.479278068,-0.169280257,-2.555753828,1,2,2
312,-4,69,-4,-38.69132981,-9.903499235,4.269308796,8.017189594,-1.98969704,1.615667577,1,2,2
313,-15,-24,-3,10.39963186,23.84228519,23.49949213,-2.165511879,-3.683948829,-0.410385468,4,2,2
314,40,-78,12,10.76740875,51.46674077,2.577488865,-2.418866282,-3.855401635,-5.387788487,4,2,2
315,44,6,-20,-12.60629035,0.646375099,46.27390457,-0.358066591,-4.912865536,2.700113149,1,2,2
316,-24,5,-26,-5.998802571,14.40481439,25.49125232,-1.49161609,-1.521051138,0.621373179,2,2,2
317,57,-14,35,43.87572601,-25.44123563,6.061951883,-7.795145616,0.51181082,2.99113963,2,2,2
318,25,-6,-15,-11.24908997,4.893418969,43.83026066,1.343305694,-4.018137762,2.262974749,2,2,2
319,-55,-41,-16,-0.375117695,-0.748582277,-32.35403057,-0.271536478,5.11635864,0.339797713,3,2,2
320,51,-67,38,-43.19367478,-4.048167231,-10.71403383,12.24913035,1.629417297,-2.068278115,1,2,3
321,17,-93,16,31.12267797,37.50050101,2.11564943,-7.189825429,-3.058307491,-3.009959235,4,2,2
322,20,54,39,-36.19590873,-21.28189855,10.03767621,11.35690183,0.251633323,2.099158562,1,2,3
323,50,-6,18,39.56482085,-20.94790242,10.52310099,-7.628205816,0.318859675,3.14394644,2,2,2
324,-36,-18,66,35.29917705,-31.92750932,16.40583443,-5.934593436,-1.346979895,4.28810866,2,2,2
325,37,20,-9,-19.59776953,-21.28881391,8.270425414,3.240356574,-0.404436472,4.043932038,1,2,2
326,51,-70,-8,5.196506515,36.80436377,0.434601821,-1.477117993,-3.363642691,-4.020257104,4,2,2
327,-9,66,-12,-31.50346985,-0.52764241,16.3169136,4.632973599,-2.205245425,2.573703015,1,2,2
328,-30,-34,51,41.30078539,-5.716882616,0.131453046,-8.792828174,0.024535914,0.369808308,2,2,2
329,21,-64,-30,-19.89882488,23.81158431,-14.8506687,5.137340679,0.099828786,-4.192855203,1,2,2
330,29,59,-3,-25.21498106,-29.90030199,-12.06745546,4.440766456,3.500611438,3.716852875,1,2,2
331,-34,-12,-3,21.68893662,-9.999244701,13.44003213,-5.177570319,-0.080966091,1.949708804,2,2,2
332,-53,-54,17,-9.838322051,9.669397741,21.23693519,1.821249843,-5.207011471,1.635161616,1,2,2
333,21,3,73,31.61368758,-27.58764892,-3.999834843,-7.523068098,-0.459241329,3.745475116,2,2,2
334,-31,8,15,39.45473541,-13.18461905,11.51339533,-6.788784247,-0.485581937,0.99535165,2,2,2
335,-4,33,25,-8.141544643,-16.77392052,-1.974956555,1.065661273,0.287166423,1.595194902,1,1,1
336,9,-15,19,-4.713193127,7.25874756,-0.094988386,0.663114175,0.374424456,-0.05313905,1,1,1
337,-39,18,-35,-32.8259061,-9.983703296,29.50584189,7.102299293,-4.338957727,1.931363876,1,2,2
338,15,-38,62,39.71384545,-16.78404363,11.4386028,-8.65283938,0.07519623,2.892564318,2,2,2
339,24,42,-15,-13.30009912,-27.0017933,-17.7634953,1.590737323,3.385465735,1.259153165,3,2,2
340,-25,-56,-20,-4.529022482,51.38044128,-10.25627571,-0.237332178,-2.512305119,-6.52446718,4,3,2
341,36,8,-43,-25.18471797,-0.366948662,22.20677613,6.100777502,-1.534421869,0.458990759,1,2,2
342,67,-39,9,-18.67835452,-2.914452558,20.85000432,3.909814214,-5.372960897,1.851078131,1,2,2
343,-26,19,56,-29.50233429,-8.801256597,-34.42902544,3.99283377,5.288724214,-0.737232073,3,2,2
344,30,19,-5,-0.970521043,-18.52465211,6.896268477,-1.087387694,1.135271115,2.557915913,3,2,2
345,-45,5,40,24.137327,12.56624926,-15.18880088,-5.96329452,-0.368575511,-1.337528986,4,2,2
346,-30,-21,-27,-16.11444449,11.3292219,3.559128303,3.494059923,-0.120958668,1.716447949,1,2,2
347,39,-58,42,-35.83866407,-18.4396127,-34.23708804,6.909353512,6.377353736,-0.80137236,1,2,2
348,-20,61,9,-33.54659431,-8.485867746,4.752309356,6.8381582,-2.116824397,1.2853634,1,2,2
349,7,-21,6,6.582905693,0.340946206,15.08015581,-1.86547328,-0.484667439,2.489657909,2,1,2
350,-21,-54,8,22.26355052,35.03272028,19.42142729,-5.766054277,-4.467714986,-2.455542758,4,2,2
351,9,-30,-33,-23.5304159,13.09359406,10.53346835,2.370009319,-1.014428034,0.846855364,1,2,2
352,14,-90,-14,-4.302970719,40.54771085,-24.56743051,0.438289599,-0.656875419,-3.329298222,4,3,2
353,-57,3,-3,40.64251332,-20.49153522,24.04430527,-9.046112568,0.02731102,3.16728002,2,3,2
354,3,-6,50,45.80208396,-10.83889828,1.152110606,-10.40550725,1.402918654,1.350926018,2,2,3
355,-5,-7,2,-0.269752393,-10.23589208,21.7992567,-1.687664572,-1.579824482,2.908890077,2,2,2
356,38,-38,-41,7.381186467,21.9195963,-20.64112956,-1.70067489,1.685410797,-2.327383949,1,2,2
357,-40,-60,50,-29.057071,3.579636695,-34.48813988,6.996554651,5.885253099,-3.702461838,1,2,2
358,18,-75,49,17.22120656,25.61339523,-33.96100782,-1.958123693,2.506983562,-4.407524767,4,2,2
359,59,-5,10,35.11596477,-16.58776284,14.34166713,-9.109956226,1.503859238,3.323255914,2,2,2
360,-6,-14,42,36.02888433,-13.59938288,2.864162789,-7.721495666,-1.064905857,2.162611155,2,2,2
361,-3,-43,12,-22.52994764,21.39828478,27.66262206,4.161115596,-4.974602112,-1.671049877,1,2,2
362,51,-42,-12,2.223193733,12.1468311,-1.729875425,-0.441133341,-0.456184551,1.275732666,3,1,1
363,-46,-72,8,9.807871819,34.57939006,12.45151548,-1.747207339,-5.072900769,-4.716179169,4,2,2
364,26,-6,59,36.353572,-19.69879514,-3.475308914,-6.778487323,1.535535715,1.673860305,2,2,2
365,-11,16,20,-25.05511262,-21.68568663,-0.833794409,3.158849004,0.367193688,2.356574369,1,2,2
366,-36,34,44,-0.90194489,-14.99036043,-38.96187399,-0.187884675,6.17179492,0.385708572,3,2,2
367,-34,-75,38,-24.8909017,27.09745355,-31.69455491,5.249650404,1.161401642,-6.501154082,4,2,2
368,-8,-41,-38,-29.77584351,11.81376122,4.658646355,5.588227475,-0.640457954,-2.075284983,1,2,2
369,-17,-30,66,44.56405843,-18.90045307,12.67583931,-9.357901423,0.160863007,2.221364121,2,2,2
370,12,-55,27,-35.64368017,10.21238286,18.35651999,10.71268063,-4.16444357,-0.486689943,1,2,3
371,17,-4,-25,-39.5030408,2.718303693,18.9553695,6.087141844,-2.22464838,0.930866436,1,2,2
372,-63,-30,17,37.26565009,-0.995196818,13.83984477,-9.160859055,-0.026545299,1.493665909,2,2,2
373,10,-90,23,31.26113539,33.78629323,-3.410957397,-7.648553382,-2.568770943,-2.140399252,4,2,2
374,54,-30,28,39.18716129,-12.44404756,-0.593557382,-7.002990981,1.610810145,0.611378889,2,2,2
375,-44,-15,42,39.58408989,-22.40156708,7.874787255,-7.401721357,-0.003680297,3.175722632,2,2,2
376,52,7,-2,33.97654815,-11.37919339,17.13188472,-8.757085966,0.672753405,2.142880962,2,2,2
377,56,-49,48,-30.65194794,-22.41824348,-33.50063823,8.02733436,7.326263308,-1.401307329,1,2,3
378,40,-17,2,32.34516943,-2.096785889,20.04912631,-5.1561432,-0.422402334,2.364411861,2,2,2
379,29,38,48,-39.77941964,-20.74730957,2.603717599,10.76174192,2.362774703,0.728691173,1,2,2
380,56,-57,11,7.718129026,20.21682726,8.459156905,-1.821123578,-5.458843487,-2.410966228,4,2,2
381,18,-11,76,33.67885946,-28.51500974,9.504119967,-8.384473906,0.264456235,3.621976356,2,2,2
382,-37,-42,-33,-10.57728448,40.51774177,-16.61820972,2.545282353,0.092547083,-4.733903544,1,2,2
383,-34,57,20,-2.651006612,-14.30473615,-40.33014016,0.505978926,6.377555411,-0.268382869,3,2,2
384,-3,-15,70,41.13439434,-23.21193046,11.42235804,-8.765967433,0.014973126,3.587623359,2,2,2
385,-42,-60,24,-17.70340342,22.68915091,11.53707289,5.672305921,-5.801524505,-1.345193729,1,2,2
386,48,0,-32,-35.10593097,9.25310554,30.11328436,7.430830613,-2.517672937,1.012111422,1,2,2
387,16,-82,1,23.81178619,39.27028098,3.860675365,-6.317214202,-1.963888437,-4.31771636,4,2,2
388,-23,-58,-3,17.56277603,49.1855566,8.648959192,-5.581944718,-3.274429994,-4.700208987,4,3,2
389,-11,-71,43,10.59708112,33.6277455,-18.16455455,-3.129643141,0.279230036,-6.106410138,4,2,2
390,-22,4,69,48.28452631,-6.615977293,-14.27725743,-9.49268943,3.61478307,-2.126397487,2,2,2
391,43,-30,16,16.39929598,-2.123334049,40.25018578,-5.272973249,-3.581603077,3.868437757,2,2,2
392,57,-62,-12,3.199139664,20.7486704,-32.27660692,0.206214897,3.509804516,-4.443347839,4,2,2
393,34,-36,-1,-5.567945115,29.34992743,27.37360787,0.782357089,-3.55561505,-0.372938285,4,2,2
394,-20,-8,-40,-19.27340775,7.407201827,10.6266645,3.08481219,-0.870029999,1.404399321,1,2,2
395,-48,-23,41,46.17930841,-9.711394706,-6.637053016,-8.432503749,1.736063656,0.768882198,2,2,2
396,45,49,20,14.01429437,-18.33993915,-40.9617914,-2.720577981,8.280783343,-1.379423714,3,2,2
397,9,18,48,23.68057164,-27.51352663,-11.4957433,-4.643667194,2.632088871,2.241743299,2,2,2
398,37,-83,3,4.558931045,54.18427966,-2.671971933,-0.387317186,-4.230053973,-4.554862956,4,2,2
399,24,7,4,-11.15886218,-23.31685606,7.699021163,0.146541396,0.48408813,3.521594728,1,2,2
400,-31,-85,-9,-6.722608514,46.15998055,-1.347746435,1.547258251,-4.384380727,-4.129593985,4,2,2
401,66,-30,-14,-38.18617805,-22.87313374,-4.804449068,11.16100193,3.433450031,1.343985897,1,2,3
402,-9,63,33,-33.30631446,-19.20365993,18.3885354,8.27679289,-1.803247422,3.551428189,1,2,2
403,29,0,53,30.219393,-20.8273129,-10.25596954,-5.000465156,1.557852072,0.997891352,2,2,2
404,11,-44,33,-37.40476405,2.275263804,7.539132375,10.6080525,-2.479846603,-1.286509957,1,2,3
405,28,67,9,-35.10558952,-18.61275434,-7.104828729,8.029948487,2.041206449,2.492368281,1,2,2
406,-58,-48,32,-29.39817715,-3.001307623,-4.807869217,9.090653516,1.054494414,-0.651626733,1,2,2
407,-11,-17,19,-1.088173374,-5.577476879,-1.098069441,-0.161003368,0.869976297,0.043658026,1,1,1
408,63,-16,40,43.51306204,-18.0732586,-6.70202266,-9.610835743,1.498938611,0.128143772,2,2,2
409,-54,-2,45,44.62062802,-19.16832807,3.089309135,-9.986813797,0.981839172,1.810349677,2,2,2
410,-5,-84,-24,-22.97322194,23.69476722,-25.08541235,5.251986656,2.056923311,-4.26600585,1,2,2
411,15,-57,69,35.96387208,18.32700496,-7.59426675,-9.33858935,1.610151623,-3.735548773,2,2,2
412,31,13,-11,-15.16060805,-9.868335178,22.7143903,1.750001431,-0.096900372,3.98156851,1,2,2
413,-47,-2,7,36.94723171,-13.46843086,15.929849,-8.314892547,0.066120548,3.163424213,2,2,2
414,-12,54,-15,-17.026568,-36.81034583,3.904632022,3.03345077,0.332993122,4.305428008,1,2,2
415,14,38,25,-27.55379014,-24.08221302,0.201309274,5.540117973,1.357991322,2.257402886,1,2,2
416,39,-7,54,23.87212915,-29.06581758,-4.961611471,-4.267432742,0.082500341,4.020830797,2,2,2
417,-48,-20,2,24.46361415,-7.476673654,34.32009013,-5.541105739,-3.864667339,2.218742264,2,2,2
418,-50,-61,-8,15.3016882,28.34774378,-15.44984217,-4.938058306,-1.037319813,-4.139869108,4,2,2
419,-45,41,-9,-23.06377875,-27.48037952,-29.84320814,2.599871554,6.468907083,-1.24324478,3,2,2
420,-42,-12,-34,-15.72465314,12.79145097,-5.813919311,2.31124785,-1.181840783,1.940264582,1,2,2
421,45,-61,29,-41.77526898,-3.2762608,7.878892772,12.31991247,-1.41609269,-1.857776093,1,2,3
422,29,15,-29,-25.71323526,-3.494546682,25.29200344,3.843109322,-1.797745852,2.199846226,1,2,2
423,64,0,25,39.72692134,-27.85304999,14.28940503,-7.435776934,-0.263825762,4.150800145,2,2,2
424,-37,-29,45,40.36440321,-0.422129789,-7.710447763,-8.362391363,0.85098203,-0.257757232,2,2,2
425,24,42,40,-36.4429105,-18.17478188,4.926035051,6.92641832,-0.008684105,3.501847277,1,2,2
426,63,-5,-22,-43.43551981,-6.494388471,25.610037,9.060363025,-4.011618226,1.764613631,1,2,2
427,-14,-68,59,28.82991824,16.04453322,-27.62451108,-8.296125861,1.469341559,-5.747712899,4,2,2
428,-20,26,-18,-30.36806502,-16.82481816,23.55201652,3.5422717,-0.907840789,3.335141659,1,2,2
429,15,-29,77,44.92585383,-23.42253416,6.615229759,-7.426877922,0.240448544,3.351005709,2,2,2
430,30,-70,43,11.10920736,6.884240511,-34.10370429,0.004120068,6.313150197,-2.60365192,3,2,2
431,-1,-37,-10,2.497195624,9.403628609,19.90831953,-1.744850532,-2.278480182,-0.440168224,4,2,2
432,-4,29,48,-16.297819,-24.04712992,-23.1619795,2.318678463,5.138069794,2.490949142,3,2,2
433,54,-71,8,6.218900988,29.73467208,15.25742475,-1.011421825,-6.26620753,-3.20725586,4,2,2
434,42,14,44,-31.52921887,-22.86168,1.306437939,7.332316927,1.693896689,2.207973958,1,2,2
435,-44,39,27,6.921499549,-13.35511348,-37.85350454,-1.339633781,6.661388817,-1.840977994,3,2,2
436,-28,-22,-14,-7.896395585,28.47899913,31.12533765,0.415500389,-4.777577184,0.059502364,4,2,2
437,-48,-33,57,41.51203277,-14.27206598,-28.04851357,-8.344200593,6.24057694,-2.725773153,2,3,3
438,-6,13,6,-4.873177427,-11.03255137,3.497725688,2.376613813,-0.266686327,3.332458448,1,2,2
439,-21,-81,24,26.35616968,48.74363915,-5.964971302,-6.167831825,-2.485418401,-5.253226759,4,3,2
440,-9,-36,53,36.89719015,5.775871033,-12.4655501,-10.32885252,2.622706898,-2.20383642,2,2,2
441,0,17,59,21.80275769,-18.37991538,-15.4662909,-2.262846666,2.68724431,2.687602407,2,2,2
442,-60,-24,32,40.10106864,1.299228623,-14.10306823,-8.855140982,5.000516873,-2.637579905,2,2,3
443,-12,-87,2,21.24474678,50.49847228,-2.093359323,-4.34006825,-2.277845453,-4.515100549,4,3,2
444,39,22,-2,12.0787627,-24.0561905,-8.398780812,-2.90057903,2.66460067,2.274241571,2,2,2
445,-8,45,15,-31.26414277,-14.99681171,1.092277686,6.498855305,0.133654257,2.451366557,1,2,2
446,-57,-48,25,-23.20210128,6.276127819,18.37159755,4.938325169,-4.329882934,1.285839934,1,2,2
447,33,-28,61,37.80229276,-23.60551535,13.32814702,-6.149406993,-1.143962666,3.95203175,2,2,2
448,20,-52,-3,9.584256355,39.75868969,21.35064549,-5.166630448,-4.772476953,-2.387509682,4,2,2
449,18,67,-8,-28.47733249,-24.86925805,-0.48742441,4.118634513,1.671771372,4.037630319,1,2,2
450,11,-25,54,26.55820377,-20.14708739,13.4452973,-5.719069594,0.356290807,3.122196893,2,2,2
451,-25,47,45,-33.69213877,-10.23697623,-7.137886408,8.297359044,-0.033512542,1.225314351,1,2,2
452,-41,15,-18,-9.373033458,11.29242769,41.54822901,0.691895064,-3.982723383,1.986570251,1,2,2
453,-3,-9,75,45.91842471,-25.26123485,9.776135047,-9.417132971,2.3040109,1.978920497,2,2,2
454,-37,-8,-32,-1.923026193,13.61626337,5.182190936,0.475445958,-2.047774885,-0.288576922,1,1,1
455,-32,-4,52,40.97925138,1.615624224,-10.41942715,-7.766677224,-0.51515074,-1.511005183,2,2,2
456,67,-45,16,-9.360883323,9.021288108,21.6428168,3.232837277,-4.297978773,1.201349683,1,2,2
457,57,-54,44,-37.43922669,-18.8298765,-20.50802522,9.894450168,6.580767636,-2.044882042,1,2,3
458,-48,-34,-21,16.49944258,10.2497298,-8.609757341,-5.071617668,0.291474588,-0.060614654,4,2,2
459,66,-9,-12,-33.03826217,-2.006097014,35.19772335,8.616130361,-5.152897206,1.503480931,1,2,2
460,54,-6,35,35.54615275,-30.40154511,12.85424084,-5.887295711,-0.403727597,3.937326619,2,2,2
461,44,-41,-31,10.27778425,34.96338033,-11.10770876,-1.901892515,0.512002262,-4.323519266,1,2,2
462,8,-83,18,36.6937009,30.06716423,3.001727507,-8.721121163,-2.960071008,-3.239089918,4,2,2
463,2,61,2,-42.7290616,-2.78697761,17.5910845,10.03916653,-2.971028831,0.232931822,1,2,2
464,15,41,53,-41.68990531,-13.47387918,11.04625412,10.29215582,-1.997639798,-0.151517505,1,2,3
465,-27,-59,-32,-28.39575834,13.07433733,-27.5885455,6.298714113,3.789097387,-5.288039734,1,2,2
466,12,-56,53,-9.405295026,26.45827655,6.495385325,1.25216441,-5.747551207,-3.166343596,4,2,2
467,33,-58,-30,-7.172934904,28.97318723,-36.07811997,2.705266162,2.986057468,-4.937564491,1,2,2
468,54,-12,-24,-34.40289042,-15.34675641,6.502786502,8.439796645,0.442125791,3.639209755,1,2,2
469,-54,5,-24,-14.34146132,-0.320404092,35.50114407,4.000233738,-5.801674897,1.654910851,1,2,2
470,34,63,1,-32.10728413,-28.12911961,-18.43399107,7.945407166,5.018806285,1.748720954,1,2,2
471,-36,-45,62,41.59173201,-0.960561361,-33.35421258,-8.054242368,5.912845202,-3.356827407,2,2,2
472,15,4,16,-22.43643425,-13.05086647,-11.09264852,3.568118264,2.783018936,1.604986289,1,2,2
473,-35,18,33,-11.26357468,-12.68982735,-18.88524842,3.013731255,1.195609751,1.542648534,1,2,2
474,9,-26,-37,-5.77212389,-1.427957296,18.95192373,0.843911789,-1.251143328,2.127984101,1,2,2
475,-35,-9,22,31.78928792,-9.724202269,13.82524914,-4.757707979,-1.118996776,2.69933526,2,2,2
476,3,-19,11,-12.65700165,2.6825951,14.7773263,3.479800388,-1.034732448,1.324105505,1,2,2
477,54,34,20,5.355962907,-18.81004728,-27.68381314,0.793571483,5.846605873,0.14968179,3,2,2
478,40,-73,-10,1.112714709,42.70252347,-0.28671165,-1.098662703,-4.085680678,-3.990864487,4,2,2
